id,sire,dam
i93L17,NA,L17
i93N86,NA,N86
i93O70,NA,O70
i93O92,NA,O92
i93R51,NA,R51
i93R87,NA,R87
i94693,NA,693
i94747,NA,747
i94987,NA,987
i94E76,NA,E76
i94F72,NA,F72
i94G04,NA,G04
i94I11,NA,I11
i94I22,NA,I22
i94I34,NA,I34
i94I59,NA,I59
i94K46,NA,K46
i94K48,NA,K48
i94N75,NA,N75
i94O87,NA,O87
i94O90,NA,O90
i94O92,NA,O92
i94O93,NA,O93
i94R92,NA,R92
i95987,NA,987
i95C26,NA,C26
i95H74,NA,H74
i95I11,NA,I11
i95J01,NA,J01
i95J28,NA,J28
i95O54,NA,O54
i95T28,NA,T28
i96777,NA,777
i96B60,NA,B60
i96G68,NA,G68
i96G80,NA,G80
i96J01,NA,J01
i96J12,NA,J12
i96L92,NA,L92
I97,NA,B66
i97931,NA,931
i97L92,NA,L92
i97R74,NA,R74
i9861A,NA,61A
i98777,NA,777
i98B56,NA,B56
i98D98,NA,D98
i98J91,NA,J91
i98K00,NA,K00
i98K07,NA,K07
i98L97,NA,L97
i98R61,NA,R61
i98R64,NA,R64
i98T86,NA,T86
i9955A,NA,55A
i9981B,NA,81B
i99D98,NA,D98
i99J74,NA,J74
i99L97,NA,L97
i99T28,NA,T28
i99V04,NA,V04
i99X78,NA,X78
ii01T28,NA,T28
II0439A,NA,39A
J00,NA,B68
J02,NA,829
J03,NA,B63
J04,NA,584
J05,NA,971
J06,NA,C19
J07,NA,941
J10,NA,C39
J14,NA,A67
J21,NA,D16
J23,NA,965
J27,NA,572
J31,NA,A27
J35,NA,A86
J36,NA,A65
J37,NA,405
J39,647,741
J40,NA,B56
J44,NA,D09
J45,NA,987
J50,NA,D99
J54,NA,829
J55,NA,F14
J57,NA,A47
J65,NA,584
J67,NA,898
J70,NA,909
J71,NA,D98
J72,NA,B68
J77,NA,846
J80,NA,A65
J84,NA,966
J86,632,838
J87,NA,929
J88,843,693
J89,NA,931
J94,NA,633
J95,NA,C26
J98,NA,F28
J99,NA,D92
K01,NA,E67
K06,843,692
K11,NA,D69
K14,NA,F29
K17,NA,E76
K19,NA,B04
K21,NA,F02
K23,NA,965
K24,NA,844
K26,NA,A86
K27,791,D15
K28,NA,B60
K29,978,F33
K30,689,E95
K32,NA,A58
K33,NA,710
K36,NA,F07
K38,NA,B65
K39,NA,D51
K40,NA,D90
K42,772,803
K47,NA,526
K53,NA,747
K54,NA,F30
K58,NA,952
K59,NA,A27
K61,NA,674
K64,NA,D87
K65,NA,B68
K68,NA,B63
K71,NA,D51
K72,NA,584
K73,NA,D77
K74,NA,C19
K75,NA,A26
K77,632,D09
K84,NA,829
K90,NA,633
K91,NA,587
K93,NA,898
K95,NA,941
K97,NA,B60
K99,NA,B66
L05,NA,A47
L06,788,234
L09,NA,952
L10,NA,674
L13,NA,G30
L26,C18,B72
L29,NA,777
L41,NA,693
L44,NA,747
L46,NA,846
L53,NA,A58
L54,NA,D16
L55,NA,844
L58,NA,A86
L62,NA,710
L63,NA,E95
L64,875,966
L65,NA,965
L66,A74,572
L71,NA,G39
L75,NA,692
L76,NA,931
L87,NA,929
L88,NA,B56
L93,NA,987
L95,NA,526
L96,NA,909
L99,NA,F14
N02,NA,A67
N03,NA,405
N04,NA,G82
N05,C98,F83
N06,NA,E66
N08,NA,C26
N13,NA,F72
N14,791,H57
N18,NA,A27
N20,NA,D75
N21,NA,898
N22,NA,D99
N27,NA,G47
N28,NA,D09
N32,NA,941
N35,NA,587
N39,NA,D90
N42,NA,G12
N43,NA,A47
N47,NA,633
N48,NA,D51
N49,NA,H75
N50,NA,909
N51,NA,F14
N56,NA,H36
N59,NA,G04
N69,NA,D51
N71,NA,B63
N73,NA,D81
N74,NA,747
N78,NA,966
N82,NA,A65
N83,NA,F07
N87,NA,I04
N89,NA,710
N90,NA,965
N92,NA,I03
N94,NA,F29
N96,NA,I10
N98,NA,846
N99,NA,I11
O00,NA,D16
O05,NA,A58
O08,A74,572
O09,NA,F30
O11,NA,E95
O14,NA,A26
O18,NA,584
O20,NA,E76
O24,NA,693
O25,NA,E67
O26,NA,D87
O29,NA,D77
O37,NA,777
O38,NA,G11
O45,NA,987
O47,NA,931
O48,NA,C39
O53,C18,930
O58,NA,526
O61,NA,844
O62,NA,I05
O64,NA,A86
O67,NA,I01
O73,NA,C19
O75,A34,F28
O76,NA,971
O82,NA,952
O83,NA,I27
O84,NA,I22
O85,NA,B68
O95,NA,F02
R58,NA,C26
R63,NA,I65
R66,NA,929
R67,C18,C39
R68,C18,I07
R80,NA,E76
R82,NA,747
R84,NA,D81
S00,NA,I05
S01,NA,A65
S03,NA,405
S04,NA,I10
S05,NA,E95
S06,NA,965
S13,NA,G11
S19,864,893
S21,NA,I58
S23,NA,844
S39,NA,A27
S40,NA,898
S41,NA,B66
S48,NA,F72
S50,NA,H56
S52,NA,I59
S62,NA,B56
S64,NA,587
S71,NA,A86
S72,NA,I72
S83,536,633
S87,NA,G82
S95,NA,J01
S98,NA,572
T00,NA,G39
T01,NA,A58
T02,NA,710
T05,NA,D16
T06,NA,F29
T12,NA,931
T14,NA,G04
T15,NA,F07
T17,NA,I11
T18,NA,526
T19,NA,F30
T30,NA,J97
T33,NA,F07
T35,NA,A86
T36,NA,I77
T39,NA,I11
T40,NA,965
T41,NA,A58
T42,NA,D16
T44,NA,G82
T49,NA,941
T55,728,H57
T59,NA,H74
T60,NA,633
T61,NA,I04
T64,NA,844
T65,NA,A65
T66,NA,I27
T67,NA,I03
T71,NA,E67
T78,NA,526
T79,NA,H56
T91,NA,I07
T92,NA,J28
T93,NA,C26
V03,NA,K48
V08,NA,I22
V12,NA,747
V22,NA,I10
V30,NA,J25
V31,NA,I05
V33,NA,F30
V35,NA,C39
V42,NA,I72
V46,NA,I01
V47,NA,B66
V52,NA,K46
V55,NA,D81
V57,C18,E76
V59,NA,929
V61,NA,777
V66,NA,987
V70,NA,J83
V73,NA,E66
V74,NA,966
V77,NA,L92
V83,NA,I12
V96,NA,I59
V98,NA,D75
X00,NA,H56
X01,NA,K48
X09,NA,I34
X21,NA,C26
X22,NA,E76
X31,NA,G68
X36,NA,B60
X40,NA,G04
X41,NA,747
X43,NA,I65
X46,NA,F72
X49,NA,693
X53,NA,K00
X60,NA,J74
X62,NA,I58
X65,NA,I22
X68,NA,I11
X71,NA,B04
X88,NA,L84
X90,NA,929
X98,NA,K07
X99,NA,E66
Z03,NA,C26
Z27,NA,G04
Z28,NA,747
Z29,NA,I59
Z30,NA,O93
Z33,NA,I58
Z35,NA,I34
Z41,NA,D81
Z44,NA,H56
Z45,NA,N75
Z60,NA,E76
Z82,NA,H64
Z84,NA,O90
Z85,NA,J12
Z96,NA,931
Z98,NA,J28
00E,K85,V61
01S,NA,40A
02B,NA,J92
03B,NA,F74
05A,A66,725
05B,NA,G42
06B,NA,F20
07B,J02,C40
08H,761,S96
09A,NA,N05
09B,NA,O45
15A,NA,O58
15P,NA,59A
16C,NA,R68
21C,NA,S16
21E,NA,I88
24A,E93,I31
24C,NA,845
24P,NA,X60
26C,NA,N05
27D,NA,K84
29A,NA,N06
31B,NA,E78
35C,NA,V44
38A,NA,I44
40D,NA,X46
43B,NA,I68
43D,I85,R69
44B,NA,L88
46C,NA,O44
48B,NA,K11
49F,K42,R69
52C,L57,N06
52F,NA,R27
54B,E05,S96
55D,NA,O69
58C,L57,F19
63B,NA,O69
64D,NA,I68
64J,NA,K04
65C,NA,J95
66A,NA,L26
70A,NA,O20
70C,J43,V61
71A,NA,L41
72A,NA,I69
73A,NA,J45
73D,NA,L26
73O,33A,H45
74A,NA,F23
75C,NA,T12
76A,NA,F82
77C,NA,O52
78A,NA,I88
87S,NA,28A
88C,NA,V37
89C,NA,O75
89D,NA,K04
90O,33A,S96
91D,NA,R71
93I,T30,S96
940,NA,624
A52,NA,624
A94,NA,671
B29,NA,624
C74,NA,624
C82,NA,671
D10,NA,745
D91,NA,745
E15,NA,810
E53,NA,624
E91,NA,A57
F09,NA,955
F39,NA,671
F89,NA,A73
G31,NA,745
G35,NA,A57
G59,NA,958
G62,NA,845
G88,NA,810
G94,NA,A22
G96,NA,624
H03,NA,970
H46,NA,A25
H54,NA,745
H60,NA,C16
H83,NA,A57
H85,NA,C75
H90,NA,C10
H95,NA,C40
i0002A,NA,02A
i0004A,NA,04A
i0005D,NA,05D
i0030E,NA,30E
i0035B,NA,35B
i0038E,NA,38E
i0046B,NA,46B
i0053E,NA,53E
i0073B,NA,73B
i0082B,NA,82B
i00N20,NA,N20
i00N40,NA,N40
i00O30,NA,O30
i00R65,NA,R65
i00R68,NA,R68
i00V37,NA,V37
i00V44,NA,V44
i00V58,NA,V58
i00V80,NA,V80
i00V81,NA,V81
i00X34,NA,X34
i00X46,NA,X46
i00X60,NA,X60
i00Z11,NA,Z11
i0100F,NA,00F
i0104A,NA,04A
i0105D,NA,05D
i0113C,NA,13C
i0114F,NA,14F
i0128A,NA,28A
i0134D,NA,34D
i0147A,NA,47A
i0173C,NA,73C
i0180A,NA,80A
i0195B,NA,95B
i01F38,NA,F38
i01H02,NA,H02
i01J66,NA,J66
i01J71,NA,J71
i01J99,NA,J99
i01K84,NA,K84
i01L37,NA,L37
i01L66,NA,L66
i01N05,NA,N05
i01N40,NA,N40
i01O30,NA,O30
i01O36,NA,O36
i01O75,NA,O75
i01R68,NA,R68
i01S73,NA,S73
i01T12,NA,T12
i01T83,NA,T83
i01V72,NA,V72
i01V81,NA,V81
i01X34,NA,X34
i01X46,NA,X46
i01Z07,NA,Z07
i01Z11,NA,Z11
i0204A,NA,04A
i0205D,NA,05D
i0208F,NA,08F
i0214F,NA,14F
i0214I,NA,14I
i0219I,NA,19I
i0234D,NA,34D
i0238E,NA,38E
i0246B,NA,46B
i0247A,NA,47A
i0273B,NA,73B
i0280A,NA,80A
i0290D,NA,90D
i0293D,NA,93D
i02J66,NA,J66
i02J89,NA,J89
i02K04,NA,K04
i02L37,NA,L37
i02N05,NA,N05
i02N13,NA,N13
i02N20,NA,N20
i02O30,NA,O30
i02O36,NA,O36
i02O38,NA,O38
i02O44,NA,O44
i02O75,NA,O75
i02R27,NA,R27
i02R68,NA,R68
i02T12,NA,T12
i02V81,NA,V81
i02X46,NA,X46
i02X55,NA,X55
i02X91,NA,X91
i02Z07,NA,Z07
i02Z97,NA,Z97
i0335B,NA,35B
i0336B,NA,36B
i0340A,NA,40A
i0350F,NA,50F
i0364A,NA,64A
i0372F,NA,72F
i0392D,NA,92D
i03F38,NA,F38
i03H45,NA,H45
i03K11,NA,K11
i03K84,NA,K84
i03L29,NA,L29
i03O30,NA,O30
i03R27,NA,R27
i03R65,NA,R65
i03V44,NA,V44
i03V72,NA,V72
i03Z75,NA,Z75
I0424K,NA,24K
I0436B,NA,36B
I0438E,NA,38E
I0440A,NA,40A
I0450F,NA,50F
I0451D,NA,51D
I0472F,NA,72F
i0482B,NA,82B
I0490D,NA,90D
i0495B,NA,95B
i04F38,NA,F38
I04L29,NA,L29
i04O30,NA,O30
I04R27,NA,R27
i04T95,NA,T95
i04V80,NA,V80
i04X91,NA,X91
i04Z14,NA,Z14
I04Z75,NA,Z75
i0538E,NA,38E
I0559A,NA,59A
I0590D,NA,90D
I05F38,NA,F38
i05T95,NA,T95
i05V80,NA,V80
I0614I,NA,14I
I0614L,NA,14L
I0635B,NA,35B
I0637D-1,NA,37D
I0637D-2,NA,37D
I0656E,NA,56E
I0672F,NA,72F
I0678C,NA,78C
I0688N,NA,88N
I06H02,NA,H02
I06R65,NA,R65
I06V80,NA,V80
I06Z82,NA,Z82
I0714L,NA,14L
I0735B,NA,35B
I0738E,NA,38E
I0759A,NA,59A
I0773B,NA,73B
I0792D,NA,92D
I07F38,NA,F38
I07J92,NA,J92
I07N40,NA,N40
I07S16,NA,S16
I07T95,NA,T95
I07V80,NA,V80
I07X91,NA,X91
I0859A,NA,59A
I0865A,NA,65A
I0892D,NA,92D
I08K84,NA,K84
I08T83,NA,T83
I08V80,NA,V80
I08X34,NA,X34
I0964A,NA,64A
I0969O,NA,69O
I0973C,NA,73C
I09S16,NA,S16
I09X91,NA,X91
I1002A,NA,02A
I1014L,NA,14L
I1019A,NA,19A
I1037D,NA,37D
I1039B,NA,39B
I1052P,NA,52P
I1053E,NA,53E
I1056E,NA,56E
I1059A,NA,59A
I1064A,NA,64A
I1069O,NA,69O
I1073B,NA,73B
I1073C,NA,73C
I1075J,NA,75J
I1088N,NA,88N
I1090D,NA,90D
I10J92,NA,J92
I10K84,NA,K84
I10O52,NA,O52
I10T83,NA,T83
I10V72,NA,V72
I10V80,NA,V80
I10X60,NA,X60
I10X91,NA,X91
I10Z11,NA,Z11
I10Z14,NA,Z14
I10Z82,NA,Z82
I18,NA,955
I25,NA,671
I37,945,893
I43,NA,D50
I47,NA,C30
I61,NA,745
I71,NA,C63
I75,A85,A58
i79671,NA,671
i81810,NA,810
i82845,NA,845
i82961,NA,961
i83A25,NA,A25
i84624,NA,624
i84A11,NA,A11
i84A72,NA,A72
i84A73,NA,A73
i84B30,NA,B30
i84B34,NA,B34
i84B78,NA,B78
i85C38,NA,C38
i85C57,NA,C57
i85C62,NA,C62
i86C13,NA,C13
i86D74,NA,D74
i86D88,NA,D88
i87745,NA,745
i87B12,NA,B12
i87C58,NA,C58
i87D80,NA,D80
i87E65,NA,E65
i87E78,NA,E78
i88C13,NA,C13
i88C63,NA,C63
i88D86,NA,D86
i88G14,NA,G14
I89,NA,C13
i89C10,NA,C10
i89C38,NA,C38
i89D80,NA,D80
i89D83,NA,D83
i89F38,NA,F38
i89F75,NA,F75
i89G01,NA,G01
i89G10,NA,G10
i89G81,NA,G81
i89H02,NA,H02
i89H58,NA,H58
i89H80,NA,H80
i89H88,NA,H88
i89H96,NA,H96
i89I33,NA,I33
i89I68,NA,I68
i89I83,NA,I83
i89J04,NA,J04
i89J06,NA,J06
i90A25,NA,A25
i90C40,NA,C40
i90D83,NA,D83
i90D86,NA,D86
i90E78,NA,E78
i90F20,NA,F20
i90F38,NA,F38
i90G01,NA,G01
i90H35,NA,H35
i90H48,NA,H48
i90H76,NA,H76
i90H78,NA,H78
i90I33,NA,I33
i90I38,NA,I38
i90I88,NA,I88
i90I90,NA,I90
i90J45,NA,J45
i90J66,NA,J66
i90J70,NA,J70
i90J89,NA,J89
i90J92,NA,J92
i91A57,NA,A57
i91C40,NA,C40
i91C58,NA,C58
i91C75,NA,C75
i91D74,NA,D74
i91D80,NA,D80
i91D85,NA,D85
i91E98,NA,E98
i91G14,NA,G14
i91G38,NA,G38
i91G40,NA,G40
i91G65,NA,G65
i91H48,NA,H48
i91H80,NA,H80
i91H82,NA,H82
i91I09,NA,I09
i91I19,NA,I19
i91I38,NA,I38
i91I55,NA,I55
i91I81,NA,I81
i91I82,NA,I82
i91J07,NA,J07
i91J23,NA,J23
i91J36,NA,J36
i91J67,NA,J67
i91J77,NA,J77
i91K23,NA,K23
i91K30,NA,K30
i91K38,NA,K38
i91K59,NA,K59
i91K93,NA,K93
i91K95,NA,K95
i91L54,NA,L54
i91L58,NA,L58
i91L71,NA,L71
i92671,NA,671
i92958,NA,958
i92C30,NA,C30
i92C58,NA,C58
i92C62,NA,C62
i92C75,NA,C75
i92D85,NA,D85
i92D86,NA,D86
i92E98,NA,E98
i92G42,NA,G42
i92G61,NA,G61
i92G81,NA,G81
i92H48,NA,H48
i92H80,NA,H80
i92H82,NA,H82
i92I28,NA,I28
i92I81,NA,I81
i92I82,NA,I82
i92J23,NA,J23
i92J37,NA,J37
i92J71,NA,J71
i92J77,NA,J77
i92J84,NA,J84
i92K30,NA,K30
i92K90,NA,K90
i92L37,NA,L37
i92L54,NA,L54
i92L88,NA,L88
i92N73,NA,N73
i92O09,NA,O09
i92O11,NA,O11
i92O45,NA,O45
i92O61,NA,O61
i92O75,NA,O75
i92O84,NA,O84
i93745,NA,745
i93845,NA,845
i93970,NA,970
i93C13,NA,C13
i93D12,NA,D12
i93D50,NA,D50
i93D59,NA,D59
i93D88,NA,D88
i93D97,NA,D97
i93F38,NA,F38
i93G25,NA,G25
i93I00,NA,I00
i93I42,NA,I42
i93K47,NA,K47
i93L66,NA,L66
i93N73,NA,N73
i93N74,NA,N74
i93O24,NA,O24
i93O36,NA,O36
i93O84,NA,O84
i93R82,NA,R82
i93S21,NA,S21
i93S52,NA,S52
I94,NA,C58
i94C13,NA,C13
i94C40,NA,C40
i94D50,NA,D50
i94D59,NA,D59
i94D88,NA,D88
i94F20,NA,F20
i94F23,NA,F23
i94F38,NA,F38
i94F82,NA,F82
i94G25,NA,G25
i94G42,NA,G42
i94I00,NA,I00
i94I42,NA,I42
i94I44,NA,I44
i94I69,NA,I69
i94J45,NA,J45
i94J92,NA,J92
i94K17,NA,K17
i94L41,NA,L41
i94L66,NA,L66
i94L93,NA,L93
i94N13,NA,N13
i94N74,NA,N74
i94O20,NA,O20
i94O24,NA,O24
i94O45,NA,O45
i94O58,NA,O58
i94R71,NA,R71
i94R80,NA,R80
i94S96,NA,S96
i94T18,NA,T18
i94V03,NA,V03
i94V08,NA,V08
i94V55,NA,V55
i94V57,NA,V57
i94V66,NA,V66
i94V72,NA,V72
i95E78,NA,E78
i95F38,NA,F38
i95G42,NA,G42
i95I69,NA,I69
i95L66,NA,L66
i95N05,NA,N05
i95N06,NA,N06
i95N99,NA,N99
i95O52,NA,O52
i95S37,NA,S37
i95S96,NA,S96
i95T39,NA,T39
i95T84,NA,T84
i95V81,NA,V81
i95X22,NA,X22
I96,NA,A25
i9619A,NA,19A
i96F38,NA,F38
i96I68,NA,I68
i96L26,NA,L26
i96N05,NA,N05
i96N20,NA,N20
i96O44,NA,O44
i96O52,NA,O52
i96O53,NA,O53
i96O69,NA,O69
i96O75,NA,O75
i96S96,NA,S96
i96T12,NA,T12
i96T83,NA,T83
i96T95,NA,T95
i96V37,NA,V37
i96V44,NA,V44
i96V72,NA,V72
i96V80,NA,V80
i96Z75,NA,Z75
i96Z82,NA,Z82
i97F38,NA,F38
i97F74,NA,F74
i97L88,NA,L88
i97T94,NA,T94
i97X90,NA,X90
i9839B,NA,39B
i9846B,NA,46B
i9873B,NA,73B
i98D83,NA,D83
i98E65,NA,E65
i98F38,NA,F38
i98L66,NA,L66
i98N05,NA,N05
i98N40,NA,N40
i98R71,NA,R71
i98S37,NA,S37
i98V72,NA,V72
i98X71,NA,X71
i98X90,NA,X90
i9904A,NA,04A
i9928A,NA,28A
i9936B,NA,36B
i9939B,NA,39B
i9978C,NA,78C
i9990D,NA,90D
i99C63,NA,C63
i99D97,NA,D97
i99F38,NA,F38
i99K11,NA,K11
i99L66,NA,L66
i99N13,NA,N13
i99N20,NA,N20
i99O52,NA,O52
i99S16,NA,S16
i99T94,NA,T94
i99Z14,NA,Z14
i99Z97,NA,Z97
i99Z98,NA,Z98
ii02X91,NA,X91
J11,NA,C40
J13,NA,970
J15,NA,955
J17,NA,958
J18,NA,A57
J19,944,671
J41,NA,D12
J46,NA,C16
J56,NA,C10
J58,NA,A25
J76,NA,D86
J81,C78,A67
J93,NA,C38
J96,NA,E78
K08,NA,F23
K10,NA,E65
K15,NA,D85
K16,NA,C62
K20,NA,F38
K22,NA,C75
K34,NA,A57
K35,NA,958
K37,NA,E98
K44,NA,D59
K45,NA,D50
K51,NA,745
K56,NA,970
K66,NA,G10
K69,945,B65
K78,NA,D74
K83,NA,C63
K88,A84,G14
K92,NA,G24
K94,NA,C10
K98,NA,D86
L00,NA,D59
L03,NA,970
L08,NA,G01
L14,NA,G25
L20,A61,D50
L21,G26,798
L23,NA,H02
L24,NA,F20
L30,NA,C30
L49,A74,D12
L50,NA,G40
L52,NA,E98
L54#,NA,D12
L60,NA,671
L69,NA,G81
L70,NA,G61
L72,NA,958
L73,NA,C75
L74,NA,A57
L77,NA,F19
L79,NA,C38
L81,NA,F23
L83,NA,F75
N01,NA,F82
N11,NA,A25
N17,NA,H48
N19,NA,C16
N23,NA,H76
N25,NA,H58
N26,NA,I09
N33,NA,C58
N34,NA,D80
N36,NA,H96
N44,NA,D74
N46,A98,501
N54,NA,G24
N57,NA,D59
N58,NA,I00
N62,NA,970
N65,NA,745
N66,NA,D88
N68,NA,G29
N72,NA,G01
N76,NA,G25
N79,NA,H80
N81,NA,A57
N85,NA,I28
N88,NA,671
N97,NA,G65
O01,NA,F38
O03,NA,H78
O04,NA,H82
O06,NA,C75
O07,NA,958
O12,NA,G40
O13,NA,E98
O15,D38,E78
O21,NA,F75
O39,NA,E65
O40,NA,G42
O42,C18,F20
O49,C61,I07
O57,NA,D50
O59,NA,I19
O60,NA,G38
O63,A74,D12
O71,NA,845
O74,NA,H35
O79,NA,F23
O86,NA,H45
O98,NA,I31
R48,NA,D74
R54,NA,G14
R60,NA,J10
R62,NA,I69
R72,NA,F82
R73,NA,E65
R75,NA,F19
R77,NA,C40
R78,A66,F83
R83,NA,D88
R85,NA,G25
R88,NA,C13
R89,NA,745
R94,NA,D50
R95,NA,H82
R96,NA,E98
R97,NA,I28
R98,D78,G65
S02,NA,I19
S14,NA,I81
S22,NA,J36
S25,NA,G40
S28,NA,G61
S32,NA,671
S33,NA,J23
S34,NA,H78
S35,NA,958
S36,NA,C75
S42,NA,C58
S43,NA,D85
S44,NA,F23
S57,NA,F20
S58,NA,I44
S59,C18,E78
S63,NA,I55
S65,E92,H48
S66,NA,D86
S67,NA,I09
S69,NA,A57
S82,NA,C16
S84,NA,C62
S86,NA,J07
S90,F32,G42
S92,NA,I00
T03,NA,845
T04,NA,G38
T07,C99,G32
T08,NA,970
T16,C99,D12
T23,NA,D59
T24,NA,I82
T26,NA,K04
T27,NA,E65
T31,NA,A57
T34,NA,G40
T37,NA,E98
T38,NA,H80
T43,NA,G65
T46,NA,671
T47,NA,J77
T48,NA,G14
T50,NA,D85
T57,G23,803
T58,NA,K28
T70,NA,K23
T73,NA,F82
T75,NA,F23
T76,NA,G42
T85,NA,J71
T89,NA,I68
T96,NA,H02
T97,NA,D80
V00,NA,I82
V02,NA,H82
V05,F32,F19
V07,NA,G25
V09,NA,I00
V10,NA,D59
V15,NA,C58
V17,NA,D74
V24,NA,I31
V25,NA,K30
V26,NA,J37
V32,NA,I28
V39,NA,970
V41,NA,D88
V43,NA,I42
V48,NA,I81
V49,NA,I09
V51,D71,745
V53,D71,K47
V54,NA,D50
V62,NA,J84
V64,NA,C62
V67,NA,C13
V69,NA,G61
V71,I30,K17
V76,NA,C38
V78,C18,F19
V79,NA,K04
V87,NA,I69
V88,NA,F23
V89,NA,C30
V90,NA,J89
V94,NA,L95
V97,NA,H02
X02,NA,D59
X04,I32,D81
X06,NA,970
X11,NA,I00
X18,NA,J95
X19,NA,E78
X23,NA,J45
X24,NA,I44
X25,NA,D88
X27,NA,J99
X30,NA,J66
X42,NA,I68
X47,NA,F20
X50,NA,J92
X63,NA,D50
X72,NA,D83
X73,NA,G25
X84,NA,I42
X85,NA,F82
X92,NA,F38
X93,NA,O69
X96,NA,C38
Z02,NA,K04
Z04,NA,F74
Z06,NA,I88
Z10,NA,E78
Z16,NA,N40
Z18,NA,D97
Z26,NA,C13
Z31,NA,N74
Z34,NA,K47
Z37,NA,970
Z38,NA,D88
Z40,NA,D50
Z42,NA,G25
Z47,NA,C40
Z49,NA,F20
Z51,C56,F19
Z52,NA,N20
Z55,NA,745
Z56,NA,D59
Z57,NA,845
Z59,NA,I69
Z61,NA,K17
Z63,NA,O24
Z65,NA,L41
Z66,NA,F82
Z68,NA,I44
Z70,NA,L93
Z74,NA,O38
Z79,NA,E65
Z87,NA,I00
07Z,NA,V05
10A,NA,J79
10B,NA,L81
10R,NA,R75
11A,NA,L49
11N,NA,V78
12B,NA,L49
13N,NA,03B
18Z,51A,T98
1E4,85B,28J
20C,G20,T98
21A,NA,J13
22B,I61,573
23O,52B,T98
25B,761,O27
25E,NA,V76
2E2,65F,O52
30B,NA,J96
32G,X77,T98
34G,C61,94A
35A,NA,H95
36A,NA,S57
3B3,30G,S96
3E3,25I,15C
41I,NA,V76
51E,X48,N06
52K,Z71,S96
5E0,12E,81E
63C,NA,V65
67F,O23,D12
67T,88C,S96
68A,NA,K08
74C,NA,O43
75A,NA,S44
78N,T16,S96
7A8,Z71,S96
81T,NA,34B
82L,56C,27C
86B,NA,J79
87B,NA,J41
88H,NA,V99
89B,NA,T03
90E,NA,V65
90R,Z88,27C
92C,NA,K83
98R,61B,72F
9A5,65F,72F
F44,NA,940
i0004E,NA,04E
i0007A,NA,07A
i0007F,NA,07F
i0015C,NA,15C
i0020E,NA,20E
i0046F,NA,46F
i0048B,NA,48B
i0059F,NA,59F
i0062H,NA,62H
i0064D,NA,64D
i0080C,NA,80C
i0095A,NA,95A
i00O33,NA,O33
i00O35,NA,O35
i00S54,NA,S54
i00V76,NA,V76
i00X51,NA,X51
i0104E,NA,04E
i0105A,NA,05A
I0107f,NA,07F
i0109F,NA,09F
i0120F,NA,20F
i0144B,NA,44B
i0145F,NA,45F
i0148B,NA,48B
i0151B,NA,51B
i0170B,NA,70B
i0174B,NA,74B
i0178A,NA,78A
i0182A,NA,82A
i0183C,NA,83C
i0184C,NA,84C
i0191E,NA,91E
i0191F,NA,91F
i0195A,NA,95A
i01K83,NA,K83
i01L19,NA,L19
i01N37,NA,N37
i01O27,NA,O27
i01O33,NA,O33
i01O43,NA,O43
i01R78,NA,R78
i01R79,NA,R79
i01S54,NA,S54
i01S55,NA,S55
i01S59,NA,S59
i01T03,NA,T03
i01T27,NA,T27
i01T85,NA,T85
i01V24,NA,V24
i01V76,NA,V76
i01V78,NA,V78
i01V91,NA,V91
i01X17,NA,X17
i01X51,NA,X51
i01Z52,NA,Z52
i01Z72,NA,Z72
i01Z74,NA,Z74
i01Z92,NA,Z92
i0200B,NA,00B
i0205A,NA,05A
i0220E,NA,20E
i0229B,NA,29B
i0244B,NA,44B
i0256D,NA,56D
i0259F,NA,59F
i0264H,NA,64H
i0281E,NA,81E
i0283C,NA,83C
i0284C,NA,84C
i0285F,NA,85F
i0290G,NA,90G
i0291E,NA,91E
i0294B,NA,94B
i0298C,NA,98C
i02K83,NA,K83
i02O63,NA,O63
i02R78,NA,R78
i02R79,NA,R79
i02S55,NA,S55
i02S59,NA,S59
i02T27,NA,T27
i02T85,NA,T85
i02V76,NA,V76
i02V91,NA,V91
i02X20,NA,X20
i02Z52,NA,Z52
i02Z72,NA,Z72
i02Z74,NA,Z74
i02Z92,NA,Z92
i0311C,NA,11C
i0327C,NA,27C
i0329I,NA,29I
i0337J,NA,37J
i0350I,NA,50I
i0380C,NA,80C
i0396A,NA,96A
i0398C,NA,98C
i0399I,NA,99I
i03N37,NA,N37
i03O27,NA,O27
i03R75,NA,R75
i03V78,NA,V78
i03V99,NA,V99
i03X67,NA,X67
i0403B,NA,03B
I0411C,NA,11C
i0429I,NA,29I
i0443I,NA,43I
I0459F,NA,59F
I0464D,NA,64D
I0464H,NA,64H
i0480C,NA,80C
I0498C,NA,98C
I04K83,NA,K83
I04O33,NA,O33
I04V99,NA,V99
I04X87,NA,X87
i04Z67,NA,Z67
i0503B,NA,03B
I0521n,NA,21N
I0530F,NA,30F
i0531A,NA,31A
i0561K,NA,61K
i0578A,NA,78A
I0599I,NA,99I
I05L19,NA,L19
I05T03,NA,T03
I05T98,NA,T98
i05V78,NA,V78
I05X44,NA,X44
I0603B,NA,03B
I0637J,NA,37J
I0650I,NA,50I
I0654B,NA,54B
I0661K,NA,61K
I0671J,NA,71J
I0678A,NA,78A
I06T98,NA,T98
I06V78,NA,V78
I06X44,NA,X44
I06Z51,NA,Z51
I0702G,NA,02G
I0731A,NA,31A
I0748B,NA,48B
I0749K,NA,49K
I0777G,NA,77G
I0789C,NA,89C
I0795A,NA,95A
