id,sire,dam
5I3,06O,56R
3I2,11Z,4A0
9I6,07T,7B5
3I4,20J,2B4
1I6,60L,51Z
I1025Z,50T,25Z
9I7,02R,55R
0K8,56K,2C3
0K2,16N,3C3
4J2,44T,31V
1J0,11Z,7A6
I1095V,11Z,95V
6I2,94O,Z51
8I6,20J,97R
I10L66,60L,L66
2J4,07D,17C
1K8,03T,Z82
6L8,30Z,70T
6K6,99L,60R
4K6,23T,1C0
6K2,91O,34Z
6L1,60T,37V
5K3,56K,0A4
7L1,11Z,91V
3L9,53N,5A1
0M2,91O,2E8
3L7,46Z,5B4
6K7,12Z,5C4
9K6,73Z,82V
6L4,17T,93O
7K9,61R,53Z
2K9,11Z,0B4
2L5,25R,29Z
5L8,10R,4C5
2L0,16R,3A2
2K7,61R,85T
4L6,91P,28A
1L1,16R,1C5
5L0,58R,61K
5L7,60L,81E
9L5,49Z,7C4
1K9,72O,00V
6L3,60T,86Z
8K3,99L,53E
8L3,94O,11N
0L1,17K,89K
0L2,58R,60V
2K4,12O,2E4
7K8,97V,13B
5K1,25L,61J
7K0,44T,76L
3L2,27N,21H
5L2,44T,4A0
6L5,60T,51V
1L8,02R,6B4
3K4,43P,28N
6K9,3A6,91A
8K1,13I,6C2
3L4,6A9,48J
6K4,49L,90P
8K7,91O,21N
3K6,0B8,0A9
8L8,3A6,37P
5K2,8A7,64P
5K5,25L,50I
7L6,91O,36O
9K2,44T,99Z
4K4,91P,07L
4L1,91O,81B
0L5,94O,4A9
1L2,8A7,00J
4L7,58R,3A7
4L9,11Z,4A5
5L5,19T,2C8
6K8,94Z,6A4
8K9,30Z,90V
9L2,17T,74T
0L3,41N,55V
1L0,13I,81I
9K9,94O,06A
1L5,8A7,62V
0M3,61R,1B3
7K7,46Z,4C4
5K0,25R,7C3
7L7,91O,16S
9L9,60T,49V
5L6,19T,7A8
9K0,64Z,1E0
9L6,88V,T84
0L7,5C3,5C2
4K7,8B3,3E7
2K0,72O,51Z
7L8,97V,40Z
7K5,60T,83Z
9K3,11Z,74K
2L8,07D,17C
7K4,8A7,1E3
1L6,19T,97R
3L5,02R,35O
8L7,27N,19A
2L9,30L,57H
2K1,46Z,98J
5L4,X80,3D1
8K8,02R,56R
7M0,11Z,0B5
7M9,22O,09Z
5N9,67Z,31V
0M6,11Z,2C3
2M5,94O,3B1
4N4,91O,2C7
8N4,0B8,74S
9N5,8A7,4C2
6N6,0B8,9D4
8M3,88V,82Z
6M0,19T,7C8
6M5,11Z,54N
8M1,22O,4B2
8N5,12Z,8B0
6N3,25L,68V
7M7,03N,2B4
0M8,60T,55J
6M1,26P,4D5
8N6,1C2,82A
5N8,46Z,4C9
0M5,26P,0E1
5M7,19T,60V
0N6,46Z,3D9
5N2,91O,5B6
2M6,5B2,48N
1M0,44T,4A0
1N8,1C2,44J
1M5,11Z,91V
8M7,94O,76L
0N4,T88,53Z
7M5,88V,3D4
7N7,49Z,87K
3M6,17T,21H
6N8,46Z,0A9
8M4,88V,82V
8N7,9A1,0E7
2N6,25R,32S
2N7,07D,28N
4N1,02R,90P
0N2,73S,85T
2M9,94Z,0B4
5N4,97V,00V
6M9,19T,5A1
6N0,3A6,7F9
6M2,5B2,37P
6M4,94O,6A4
1N9,25L,64D
4N5,02R,94S
5M3,22O,07L
5M4,58R,40V
1M9,05Z,8F0
2M2,9A2,76J
6N7,49Z,98T
5N6,97V,31L
8N0,49Z,03J
9M7,73V,4C5
1N5,54V,29B
2N1,0B8,7B7
4M9,64S,1C7
1M2,80T,5C4
1N6,04T,50I
9M5,46Z,40L
9M6,49Z,50S
1M3,30Z,14Z
1N0,97V,7C4
3M7,11Z,4A5
3N5,02R,36O
9M4,25L,88I
1M1,19T,2C8
2N8,04T,73B
2N5,49Z,43F
6N9,30L,5C0
7N5,73V,1B3
8M8,35V,0A4
1N2,41N,2A7
5M2,60T,83Z
6M6,22O,3A7
9M0,46Z,62V
2M3,97Z,3F7
8M6,11Z,4A9
9M1,30L,82L
2M4,3A6,7A8
8N1,49Z,1C0
3N0,3A6,4F8
3M4,11Z,89K
5N7,73V,4C4
9N2,61R,2E4
5M8,11Z,93I
6N1,8A7,63V
8N8,46Z,1A3
1M6,11Z,53E
3M9,94O,2F0
7M8,53N,97R
7N8,8A7,00J
4M4,97Z,25P
8M9,8A7,9C2
9N6,17L,0B6
2N3,46Z,56E
0N9,25L,43J
2M1,3A6,99Z
1N1,61R,51Z
9N7,46Z,3C3
3M5,11Z,90V
7M2,53N,74K
9N9,8A7,36Z
3E1,08O,90S
5E3,48S,89N
7E0,36O,68N
7E1,12T,68N
1A9,07D,04N
0C2,99L,60P
3E2,48L,04N
9D8,84E,85S
8D1,L83,60P
2D3,26P,57T
4F0,02R,51T
I0839T,49L,39T
0F6,73S,10Z
7F2,42F,16Z
I0893I,42F,78V
2F4,43R,33V
9H3,12O,57T
4H3,03N,98V
6H9,31S,03Z
8H3,64K,85S
5H1,58P,5A0
8G9,01K,26V
I096A3,42F,6A3
8G1,01K,51T
9G1,K85,16Z
8H5,86L,04N
1G6,30S,52Z
5H7,36S,2A5
5G2,L83,60P
8G6,11Z,0A2
6H6,17L,0B9
9H1,91S,2A8
2G0,30S,45Z
4J0,23T,48V
I1010Z,11Z,10Z
3J3,17K,8A3
4I5,17K,8A5
I106A3,20J,6A3
0J4,50T,16Z
1K3,36T,1A4
4J4,72O,90T
5I0,46Z,6C5
8J6,91O,60P
2I3,51A,52Z
3J4,10R,7A9
9I2,10R,57T
4I6,54V,51T
6J5,60E,2B1
I101B6,70C,1B6
1K0,85B,2A5
1K5,85B,2A5
9J3,83L,98V
3J7,72O,47Z
0J0,11Z,33V
9I0,70C,3B8
7L0,6A8,03Z
4L8,18Z,2E9
2K2,61R,45Z
4L0,91P,26V
7L2,96T,2A8
7L9,46Z,1B0
8K2,9A9,5D4
0M0,90B,5C6
5L1,48L,5A0
2K3,46Z,90T
3L1,33T,92D
5K6,35V,7D8
9K1,39L,2D1
9L0,44T,6A3
0L9,19T,1B4
0L4,12Z,16Z
3L0,33T,5C0
5L9,2C6,4D8
8K6,44T,77V
2K6,49Z,9C1
6K1,91O,6C5
0L8,19T,7A9
4K0,11Z,0A2
2K5,60L,52Z
6K5,49L,0C8
4M7,1A6,85V
4M8,3A6,51T
2M0,89N,1E7
1M4,1A6,1E6
4N8,30V,2C0
5M6,6C6,8A3
0M9,36V,2D4
2N9,36V,98V
9N1,12Z,04N
6M8,9A1,3B8
4M3,84E,4E0
6M7,97Z,6D9
6N2,06O,0C6
4M0,T82,6D8
9N4,8A7,93Z
3N7,30V,1A4
5M1,2C6,7A6
7M6,30Z,16Z
5M5,6A9,7F0
7N9,1B1,7D8
4M5,26P,4F5
4N9,36V,86Z
9N3,6A8,64P
4N2,30V,2E8
9N0,04Z,5D4
5M0,36V,51V
7N6,6A8,55V
0N8,61R,47Z
5M9,30Z,26V
7N3,90B,0F0
8M5,72T,2B1
9M9,61R,5C6
1N7,49Z,2A8
3M8,44T,8A5
9M8,73S,45Z
3N8,8A7,4C1
3N3,9A9,48V
3N6,8A9,6C5
3N2,30V,55R
5N5,70C,5E8
2N2,6A8,61J
4N0,57D,03Z
7M4,67Z,2F3
1N3,29V,6C0
5N3,98K,52Z
7M3,10R,7A9
1M7,44T,77V
3M3,17L,4F1
4M6,5B2,0A2
7N2,8B5,2E1
8M0,72T,2D1
3M0,60E,0E2
0N3,97V,1B0
6N5,35V,60P
7E3,48V,02R
4K3,12E,9D8
5K4,29H,3E2
7N1,46Z,9D8
2M8,58R,0F6
76,NA,NA
0_22,NA,NA
31,NA,NA
62,NA,NA
65,NA,NA
4,NA,NA
90,NA,NA
92,NA,NA
91,NA,NA
58,NA,NA
73,NA,NA
1A,NA,76
1B,NA,AC
1H,NA,0_22
240,NA,31
257,NA,62
292,NA,AC
294,NA,62
298,NA,65
299,NA,76
2P,NA,62
309,NA,4
320,NA,31
359,NA,AC
3H,NA,116
404,NA,62
410,NA,4
436,NA,65
456,NA,AC
478,NA,62
492,NA,31
506,NA,AC
512,NA,76
541,NA,AC
5D,NA,31
5K,NA,90
629,NA,62
6C,NA,90
6U,NA,62
7E,NA,92
7H,NA,31
7N,NA,AC
7P,NA,65
7Q,NA,0_22
9Q,NA,90
9T,NA,4
A5,NA,RB
A6,NA,31
A9,NA,0_22
AA,NA,91
AN,NA,116
AS,NA,90
B4,NA,76
BG,NA,22
BH,NA,22
BZ,NA,92
CG,NA,DM
CP,NA,DM
CS,NA,116
CY,NA,0_22
CZ,NA,76
DD,NA,65
DL,NA,AC
DZ,NA,RB
EC,NA,AC
EE,NA,58
EK,NA,73
EN,NA,62
ER,NA,73
EZ,NA,73
F1,NA,90
F7,NA,92
FB,NA,65
FI,NA,116
FL,NA,RB
G8,NA,AC
GW,NA,AC
HK,NA,76
HM,NA,31
HP,NA,31
HW,NA,RB
HX,NA,92
i5622,NA,22
i57090,NA,90
i59RB,NA,RB
i60004,NA,4
i60090,NA,90
i60116,NA,116
i60AC,NA,AC
i61058,NA,58
i63022,NA,0_22
i63092,NA,92
i66022,NA,0_22
i66RB,NA,RB
i69004,NA,4
i69022,NA,0_22
i69065,NA,65
i70022,NA,0_22
i72004,NA,4
i72022,NA,0_22
i73031,NA,31
i74AC,NA,AC
i76062,NA,62
IB,NA,DM
IU,NA,AC
JH,NA,76
JI,NA,0_22
JJ,NA,73
JP,NA,31
JQ,NA,92
JR,NA,RB
JS,NA,65
JT,NA,4
JU,NA,116
JY,NA,90
K,NA,73
K2,NA,62
K8,NA,31
KB,NA,76
KD,NA,76
KE,NA,0_22
KG,NA,65
LY,NA,62
MC,NA,4
N7,NA,76
NT,NA,76
NU,NA,116
NW,NA,0_22
OP,NA,RB
OS,NA,65
OV,NA,4
P6,NA,62
P7,NA,AC
R003,NA,22
R008,NA,65
R009,NA,76
R013,NA,90
R014,NA,22
R5,NA,4
S,NA,58
S004,NA,116
S009,NA,92
T9,NA,92
TD,NA,65
TN,NA,92
UD,NA,31
W,NA,0_22
WD,NA,91
WF,NA,31
WK,NA,65
WT,NA,4
WU,NA,92
WV,NA,0_22
WX,NA,76
XC,NA,116
XE,NA,90
XJ,NA,31
XN,NA,62
XV,NA,RB
XW,NA,90
YA,NA,76
ZH,NA,62
ZY,NA,AC
1C,NA,DL
1D,NA,K
1I,NA,JI
1J,NA,AA
201,NA,XJ
231,NA,OP
232,NA,XC
233,NA,NU
234,NA,WD
238,NA,WF
245,NA,A6
248,NA,TN
249,NA,JP
258,NA,S
263,NA,CS
265,NA,XW
273,NA,JR
276,NA,AS
281,NA,S
283,NA,DZ
285,NA,DZ
286,NA,FB
287,NA,WT
288,NA,WT
289,NA,EK
290,NA,A9
293,NA,JI
295,NA,K
296,NA,EK
2D,NA,JR
2G,NA,DZ
2H,NA,HP
2K,NA,XW
300,NA,XN
304,NA,WX
305,NA,W
306,NA,JI
318,NA,AA
327,NA,TN
331,NA,OP
332,NA,AS
333,NA,JR
346,NA,XC
347,NA,WD
348,NA,CS
349,NA,G8
375,NA,XJ
376,NA,OS
381,NA,WX
382,NA,DL
388,NA,XW
397,NA,FB
3J,NA,S
3P,NA,AA
409,NA,OS
412,NA,K
414,NA,WX
415,NA,FB
417,NA,XJ
419,NA,WF
430,NA,XN
433,NA,DZ
435,NA,DL
437,NA,WT
439,NA,1A
441,NA,WD
442,NA,AA
446,NA,NU
448,NA,TN
450,NA,CS
457,NA,G8
459,NA,A6
470,NA,XC
481,NA,AS
482,NA,XN
486,NA,TN
488,NA,A6
490,NA,7H
491,NA,WF
495,NA,WD
500,NA,AA
501,NA,CS
503,NA,K
504,NA,W
505,NA,G8
510,NA,FB
511,NA,WT
513,NA,EK
517,NA,JI
519,NA,XJ
520,NA,1A
524,NA,OS
527,NA,XC
529,NA,CS
530,NA,AA
534,NA,7Q
536,NA,EK
538,NA,WX
539,NA,W
542,NA,359
545,NA,1A
546,NA,G8
551,NA,7H
553,NA,XJ
557,NA,A6
558,NA,NU
560,NA,TN
565,NA,WF
566,NA,240
569,NA,S
571,NA,JI
576,NA,OS
578,NA,1A
580,NA,FB
582,NA,NU
583,NA,CS
595,NA,294
596,NA,WX
5R,NA,AS
601,NA,320
612,NA,G8
613,NA,359
616,NA,XJ
618,NA,7H
619,NA,WF
621,NA,A6
626,NA,TN
628,NA,XN
634,NA,CS
642,NA,WX
650,NA,A6
652,NA,7H
654,NA,XJ
657,NA,JI
664,NA,404
673,NA,AA
679,NA,1A
687,NA,456
688,NA,359
689,NA,TN
6K,NA,OP
702,NA,G8
715,NA,294
717,NA,XN
730,NA,G8
732,NA,EK
737,NA,7H
741,NA,NU
750,NA,CS
752,NA,WX
758,NA,XJ
767,NA,FB
769,NA,1A
779,NA,359
780,NA,TN
781,NA,A6
794,NA,WX
7G,NA,WF
7J,NA,DZ
7K,NA,XN
7S,NA,EK
806,NA,CS
809,NA,A6
817,NA,WF
819,NA,7H
820,NA,320
828,NA,359
834,NA,G8
838,NA,1A
863,NA,404
865,NA,294
885,NA,A6
886,NA,320
888,NA,7H
889,NA,WF
895,NA,CS
8B,NA,XW
8I,NA,W
8J,NA,JI
8N,NA,WD
900,NA,WX
915,NA,G8
928,NA,FB
959,NA,XN
967,NA,629
985,NA,FB
996,NA,WX
9H,NA,JP
9K,NA,TN
9L,NA,AA
9V,NA,DL
9Y,NA,JR
A04,NA,XJ
A06,NA,7H
A14,NA,A6
A15,NA,320
A16,NA,WF
A4,NA,CS
A60,NA,XN
A63,NA,294
A75,NA,404
A8,NA,W
A89,NA,294
B19,NA,A6
B31,NA,320
B35,NA,7H
B48,NA,G8
B54,NA,W
B76,NA,FB
B81,NA,WX
C00,NA,XJ
C17,NA,CS
C48,NA,320
C7,NA,R003
C87,NA,FB
C89,NA,XJ
D02,NA,WX
D15,NA,294
D18,NA,404
D23,NA,WF
D30,NA,7H
D6,NA,JH
D7,NA,EK
DT,NA,R003
DX,NA,R003
E1,NA,JR
E29,NA,7H
E35,NA,XJ
E7,NA,AS
E82,NA,WX
E89,NA,WF
F27,NA,FB
F4,NA,JP
F71,NA,FB
F8,NA,S009
FC,NA,K
FD,NA,EK
FG,NA,AS
FH,NA,CS
FP,NA,DL
FX,NA,W
G4,NA,DZ
G5,NA,S
G6,NA,HP
G7,NA,DL
G84,NA,XJ
G98,NA,WF
GA,NA,DZ
GC,NA,R013
H11,NA,320
H15,NA,7H
HO,NA,R003
HU,NA,EK
I30,NA,FB
i62AA,NA,AA
i62R003,NA,R003
i63DZ,NA,DZ
i63R003,NA,R003
i65CP,NA,CP
i65R003,NA,R003
i66JJ,NA,JJ
i66K,NA,K
i66S,NA,S
i67CS,NA,CS
i67JH,NA,JH
i67NU,NA,NU
i68CS,NA,CS
i68NU,NA,NU
i68WT,NA,WT
i68XC,NA,XC
i69W,NA,W
i706C,NA,6C
i70A6,NA,A6
i70JP,NA,JP
i70K,NA,K
i70OS,NA,OS
i71AS,NA,AS
i71JR,NA,JR
i729Q,NA,9Q
i72WX,NA,WX
i73DZ,NA,DZ
i73XN,NA,XN
i747Q,NA,7Q
i749T,NA,9T
i74JI,NA,JI
i74S,NA,S
i75320,NA,320
i759T,NA,9T
i75EK,NA,EK
i75WF,NA,WF
i75XN,NA,XN
i76AA,NA,AA
i76WF,NA,WF
i77AA,NA,AA
i781A,NA,1A
i78NU,NA,NU
i79G8,NA,G8
i79NU,NA,NU
i80WF,NA,WF
i80XN,NA,XN
i81A6,NA,A6
i82320,NA,320
i82A6,NA,A6
i82NU,NA,NU
i83CS,NA,CS
i83W,NA,W
i84320,NA,320
i847H,NA,7H
i85404,NA,404
II,NA,AS
IW,NA,AA
J2,NA,JI
J6,NA,AA
JC,NA,R003
JG,NA,EK
K1,NA,KD
K7,NA,TN
L1,NA,JP
LA,NA,S009
LI,NA,R013
LT,NA,CG
M6,NA,AS
M7,NA,DL
MF,NA,CS
N2,NA,KD
N3,NA,W
OC,NA,HP
OT,NA,JJ
P1,NA,DZ
P3,NA,NU
P8,NA,EK
P9,NA,CS
R,NA,R013
T4,NA,JR
TG,NA,EK
TK,NA,DL
TO,NA,CP
TV,NA,DZ
V2,NA,JI
V36,NA,FB
W3,NA,OP
WE,NA,AA
WI,NA,R013
WO,NA,DL
X7,NA,HP
XI,NA,AS
XL,NA,HP
XQ,NA,S009
Y9,NA,JP
YB,NA,EK
YI,NA,AA
YK,NA,R013
YL,NA,KD
Z1,NA,XJ
Z3,NA,TN
Z7,NA,KD
Z8,NA,EK
Z9,NA,FB
ZM,NA,KD
ZR,NA,S009
ZW,NA,CP
22A,NA,741
235,NA,E7
253,NA,FH
254,NA,YI
259,NA,DT
262,NA,TO
278,NA,TV
279,NA,TV
282,NA,C7
284,NA,G4
291,NA,WO
297,NA,FC
301,NA,YB
303,NA,OT
308,NA,M7
310,NA,ZM
317,NA,WE
319,NA,XQ
330,NA,E7
335,NA,OC
339,NA,YI
350,NA,FC
358,NA,TO
360,NA,LI
373,NA,FH
390,NA,R
3Q,NA,YI
3R,NA,IW
3Z,NA,DT
401,NA,LI
406,NA,3J
407,NA,OT
408,NA,ZM
411,NA,N2
413,NA,YB
416,NA,Z1
418,NA,LA
431,NA,G4
432,NA,TV
434,NA,J2
438,NA,YL
443,NA,YI
445,NA,FH
447,NA,XQ
451,NA,LI
454,NA,TO
455,NA,WE
462,NA,P8
471,NA,FC
474,NA,DT
476,NA,K1
480,NA,TV
483,NA,3J
484,NA,9H
487,NA,9K
493,NA,XQ
494,NA,Z1
496,NA,FH
497,NA,TO
498,NA,WE
502,NA,FC
507,NA,9V
508,NA,M7
509,NA,K1
514,NA,8J
515,NA,YI
516,NA,YL
518,NA,J2
521,NA,ZM
522,NA,OT
525,NA,LA
528,NA,234
531,NA,WE
532,NA,233
535,NA,P8
537,NA,OT
540,NA,YL
543,NA,ZM
544,NA,FC
548,NA,M7
550,NA,N2
552,NA,327
554,NA,375
555,NA,9H
556,NA,Z1
559,NA,263
561,NA,9K
564,NA,LA
567,NA,258
568,NA,DT
570,NA,TV
573,NA,FC
574,NA,N2
577,NA,397
585,NA,234
586,NA,TO
588,NA,233
589,NA,348
590,NA,TV
592,NA,283
593,NA,3J
597,NA,8J
598,NA,OT
599,NA,293
600,NA,306
607,NA,300
608,NA,K1
610,NA,9V
611,NA,ZM
614,NA,WE
615,NA,9H
617,NA,Z1
620,NA,238
622,NA,375
623,NA,9K
625,NA,LA
630,NA,441
631,NA,234
635,NA,233
636,NA,500
638,NA,446
640,NA,8J
641,NA,293
644,NA,417
645,NA,N2
646,M9,YL
648,NA,P8
651,NA,9H
656,NA,OT
660,NA,3J
663,NA,258
665,NA,283
666,NA,430
667,NA,G4
669,NA,TV
672,NA,DT
676,NA,WE
678,NA,470
67B,NA,679
681,NA,375
684,NA,9V
690,NA,LA
691,NA,510
696,NA,ZM
697,NA,K1
698,NA,287
699,NA,437
6P,NA,LI
6Q,NA,R
701,NA,M7
703,NA,FC
704,NA,327
708,NA,G4
709,NA,TV
712,NA,3J
713,NA,283
714,NA,482
722,NA,258
723,NA,511
725,NA,503
727,NA,546
729,NA,M7
72B,NA,C87
731,NA,DT
735,NA,8J
739,NA,441
740,NA,517
743,NA,446
744,NA,470
746,NA,530
748,NA,233
749,NA,348
753,NA,9H
754,NA,Z1
756,NA,490
760,NA,238
761,NA,417
763,NA,375
764,NA,287
766,NA,510
768,NA,FC
773,NA,9V
775,NA,293
776,NA,306
782,NA,486
783,NA,327
784,NA,9K
789,NA,K1
790,NA,P8
793,NA,293
795,NA,287
796,NA,571
797,NA,OT
798,NA,558
799,NA,WE
7L,NA,FC
800,NA,441
803,NA,501
804,NA,500
805,NA,348
808,NA,234
822,NA,486
823,NA,327
825,NA,375
827,NA,417
831,NA,YL
835,NA,9V
836,NA,517
839,NA,P8
840,NA,N2
842,NA,G4
843,NA,258
847,NA,TV
849,NA,8J
850,NA,306
853,NA,FC
855,NA,M7
856,NA,238
860,NA,551
862,NA,503
867,NA,430
869,NA,546
86C,NA,V36
872,NA,K1
874,NA,576
876,NA,FC
877,NA,511
878,NA,N2
881,481,K1
882,NA,287
883,NA,565
890,NA,490
891,NA,500
893,NA,446
896,NA,233
897,435,501
899,NA,OT
8K,NA,XQ
8L,NA,WE
8R,NA,TO
8T,NA,YB
8Y,NA,YL
902,NA,YL
910,NA,613
911,NA,9V
912,NA,546
913,NA,441
914,NA,612
916,NA,553
917,NA,616
923,NA,417
924,NA,327
925,NA,375
926,NA,9H
930,NA,510
934,NA,503
939,NA,517
942,NA,LA
943,NA,9K
946,NA,486
949,NA,8J
950,NA,WE
953,NA,470
964,NA,258
972,NA,P8
974,NA,287
976,NA,511
980,NA,FC
982,NA,510
983,NA,N2
988,NA,679
989,NA,293
991,NA,571
992,NA,P8
994,NA,517
998,NA,OT
999,NA,306
9I,NA,LA
9U,NA,WO
9Z,NA,DT
A01,NA,327
A05,NA,616
A08,NA,553
A10,NA,551
A12,NA,490
A18,NA,9K
A19,NA,238
A21,NA,375
A23,NA,486
A30,NA,WE
A31,NA,530
A32,NA,FH
A33,NA,688
A35,NA,546
A36,NA,9V
A39,NA,233
A41,NA,446
A42,NA,348
A43,NA,234
A45,NA,501
A46,NA,441
A48#,NA,K1
A50,NA,601
A54,NA,Z1
A55,NA,258
A56,NA,283
A64,NA,417
A68,NA,482
A71,NA,503
A78,NA,612
A82,NA,M7
A91,NA,283
A96,NA,482
B03,NA,679
B05,NA,8J
B06,NA,546
B07,NA,613
B10,NA,501
B11,NA,233
B13,NA,558
B15,NA,293
B18,NA,Z1
B20,NA,9H
B24,NA,490
B25,NA,565
B32,NA,486
B36,NA,327
B37,NA,601
B38,NA,N2
B44,NA,517
B50,NA,612
B51,NA,P8
B52,NA,571
B53,NA,306
B58,NA,511
B59,NA,234
B64,NA,348
B67,NA,503
B72,NA,576
B73,NA,446
B74,NA,287
B75,NA,510
B77,NA,K1
B80,NA,238
B84,NA,YL
B85,NA,530
B94,NA,375
B95,NA,417
B96,NA,LA
B99,NA,9V
C01,NA,553
C05,NA,M7
C08,NA,673
C09,NA,741
C11,NA,500
C12,NA,FH
C14,NA,441
C22,NA,OT
C23,NA,9K
C24,NA,616
C28,NA,576
C32,NA,N2
C33,NA,287
C35,NA,510
C37,NA,K1
C44,NA,688
C47,NA,612
C54,NA,501
C55,NA,FH
C56,NA,470
C65,NA,546
C67,NA,327
C68,NA,679
C71,NA,553
C72,NA,551
C84,NA,258
C88,NA,FC
C90,NA,809
C96,NA,571
C97,NA,WE
C98,NA,530
D05,NA,234
D06,NA,293
D07,NA,441
D22,NA,820
D25,NA,348
D26,NA,500
D29,NA,601
D35,NA,YL
D36,NA,613
D43,NA,375
D45,NA,238
D46,NA,565
D48,NA,503
D53,NA,233
D61,NA,P8
D63,NA,9V
D65,NA,OT
D71,NA,446
D76,NA,441
D78,NA,500
D79,NA,530
D82,NA,470
D89,NA,233
D94,NA,673
D96,NA,K1
E04,NA,348
E16,NA,293
E2,NA,LI
E23,NA,809
E24,NA,Z1
E27,NA,9K
E30,NA,616
E31,NA,885
E32,NA,417
E34,NA,565
E36,NA,820
E37,NA,327
E47#,NA,551
E54,NA,234
E55,NA,501
E60,NA,613
E63,NA,679
E64,NA,576
E68,NA,YL
E69,NA,OT
E72,NA,612
E74,NA,546
E75,NA,P8
E77,NA,486
E81,NA,517
F13,NA,LA
F17,NA,838
F25,NA,985
F26,NA,510
F33,NA,741
F35,NA,571
F37,NA,238
F40,NA,375
F43,NA,601
F45,NA,553
F46,NA,M7
F54x,NA,571
F56,NA,OT
F58,NA,293
F61,NA,517
F64,NA,YL
F70,NA,FC
F80,NA,679
F88,NA,N2
F92,NA,688
F93,NA,612
F94,NA,546
F95,NA,613
FT,NA,DT
G02,NA,FH
G07,642,233
G17,NA,501
G19,NA,741
G2,NA,R
G21,NA,470
G32,NA,258
G43,NA,838
G45,NA,Z1
G51,NA,WE
G53,NA,486
G55,NA,A14
G57,NA,A16
G67,NA,287
G69,NA,9V
G73,NA,530
G74,NA,234
G75,NA,417
G78,NA,809
G83,689,404
G85,NA,885
G87,NA,565
G90,NA,820
G97,NA,9K
GD,NA,R
GP,NA,LI
H00,NA,327
H01,NA,616
H16,NA,551
H43,NA,673
H53,NA,446
H55,NA,233
H62,NA,234
H66,NA,530
H71,NA,985
H92,NA,838
i01V36,NA,V36
I05V36,NA,V36
I1,NA,DT
I10V36,NA,V36
I15,NA,741
I16,NA,503
I20,NA,501
I21,NA,348
I41,NA,233
I46,NA,679
I50,NA,838
I56,NA,470
i63DT,NA,DT
I66,NA,985
i66R,NA,R
i67R,NA,R
i67WO,NA,WO
i67YB,NA,YB
i69C7,NA,C7
i69G4,NA,G4
i69K1,NA,K1
i69OC,NA,OC
i69WE,NA,WE
i69YB,NA,YB
i69YL,NA,YL
i70DT,NA,DT
i70J2,NA,J2
i70K1,NA,K1
i70OT,NA,OT
i70P8,NA,P8
i70R,NA,R
i712D,NA,2D
i712K,NA,2K
i715R,NA,5R
i71E7,NA,E7
i71OC,NA,OC
i72233,NA,233
i72397,NA,397
i72C7,NA,C7
i72DT,NA,DT
i72G4,NA,G4
i72LI,NA,LI
i72N2,NA,N2
i72YB,NA,YB
i73286,NA,286
i73293,NA,293
i73397,NA,397
i73FH,NA,FH
i73G4,NA,G4
i73K1,NA,K1
i73XQ,NA,XQ
i73YB,NA,YB
i74263,NA,263
i74287,NA,287
i74327,NA,327
i74FH,NA,FH
i74G4,NA,G4
i74P8,NA,P8
i74YB,NA,YB
i74YL,NA,YL
i75238,NA,238
i75306,NA,306
i75397,NA,397
i75503,NA,503
i75517,NA,517
i759K,NA,9K
i75FH,NA,FH
i75YB,NA,YB
i75Z1,NA,Z1
i76437,NA,437
i76LA,NA,LA
i76OT,NA,OT
i76WE,NA,WE
i76YL,NA,YL
i77283,NA,283
i77510,NA,510
i77553,NA,553
i77565,NA,565
i779H,NA,9H
i78348,NA,348
i78482,NA,482
i78530,NA,530
i78558,NA,558
i78571,NA,571
i78601,NA,601
i78673,NA,673
i78FH,NA,FH
i78Z1,NA,Z1
i79558,NA,558
i799H,NA,9H
i80258,NA,258
i80470,NA,470
i80688,NA,688
i80715,NA,715
i81283,NA,283
i81306,NA,306
i81482,NA,482
i81486,NA,486
i81517,NA,517
i81558,NA,558
i819H,NA,9H
i82287,NA,287
i82863,NA,863
i82FH,NA,FH
i82N2,NA,N2
i82WE,NA,WE
i83985,NA,985
i83P8,NA,P8
i84238,NA,238
i84327,NA,327
i84375a,NA,375
i84375b,NA,375
i84417,NA,417
i84546,NA,546
i84551,NA,551
i84553,NA,553
i84601,NA,601
i84612,NA,612
i84613,NA,613
i84616,NA,616
i84688,NA,688
i84809,NA,809
i84885,NA,885
i849V,NA,9V
i84B19,NA,B19
i84B35,NA,B35
i84B48,NA,B48
i84C00,NA,C00
i84K1,NA,K1
i84M7,NA,M7
i84Z1,NA,Z1
i85234,NA,234
i85287,NA,287
i85446,NA,446
i86673,NA,673
i88446,NA,446
i89234,NA,234
i89530,NA,530
i89C87,NA,C87
i90234,NA,234
i91233,NA,233
I92,NA,530
i92233,NA,233
i92470,NA,470
I93,NA,673
i93D15,NA,D15
i94741,NA,741
i95C87,NA,C87
i97985,NA,985
J26,NA,D15
J29,NA,C87
J48,NA,501
J59,NA,WE
J62,NA,234
K05,NA,679
K09,NA,C87
K12,NA,470
K41,NA,530
K50,NA,233
K62,NA,446
K89,NA,501
K9,NA,LA
L15,NA,741
L18,NA,233
L25,NA,838
L39,439,673
L57,NA,D15
N07,NA,C87
N12,689,FB
N52,NA,530
N93,NA,D15
O16,NA,234
O17,NA,838
O19,NA,C87
O91,NA,741
O97,NA,985
OX,NA,IW
R69,NA,679
R7,NA,TO
R81,NA,741
S08,NA,348
