Find,ID,Year,Group,sdb.ra,vig.ra,sex,age,rank,rank2,rc,outdeg.grm,indeg.grm,eigen.pr,betw.pr,outdeg.agg,indeg.agg
7H9|2016,7H9,2016,R,32.49,161.42,Male,7.9,62.1622,72.4138,0.806794013,0.734,1.332,0.001,0.001,0.038,0.018
89K|2016,89K,2016,R,12.74,173.47,Female,17.7,53.6232,52.1739,0.850499393,1.262,0,0.016,0.013,0.004,0.022
91V|2016,91V,2016,R,23.3,146.37,Female,12.8,1.4493,2.8986,0.962342402,0.888,0.588,0.009,0.009,0,0.014
09Z|2016,09Z,2016,R,27.33,197.55,Female,12.9,46.3768,28.9855,0.864568782,2.03,1.29,0.003,0.022,0.012,0.022
0J1|2016,0J1,2016,R,62.59,196.47,Male,7.1,18.9189,18.9655,0.906845165,0.046,0.721,0,0.001,0.012,0.006
1E5|2016,1E5,2016,R,32.71,183.41,Male,9.9,48.6486,62.069,0.77327302,0,1.725,0,0,0.031,0.002
0J8|2016,0J8,2016,R,22.16,190.07,Male,7.1,50,67.2414,0.802015784,,,,,,
26V|2016,26V,2016,R,18.39,210.55,Female,12.9,36.2319,56.5217,0.896669978,0.949,1.503,0.007,0.019,0.022,0.032
3H4|2016,3H4,2016,R,33.69,136.1,Female,8,71.0145,71.0145,0.916918831,2.492,2.076,0.035,0.013,0.025,0.015
31V|2016,31V,2016,R,17.74,178.32,Female,12.9,26.087,49.2754,0.845220921,1.085,3.79,0.012,0.004,0.008,0.017
4D5|2016,4D5,2016,R,18.15,222.7,Female,9.8,34.7826,10.1449,0.973640521,1.651,0,0.005,0.012,0.002,0.037
4F5|2016,4F5,2016,R,23.13,176.17,Female,8.9,2.8986,8.6957,0.963089892,2.076,1.517,0,0.019,0,0.02
4H2|2016,4H2,2016,R,30.3,111.94,Male,8,24.3243,50,0.813219284,0.797,0.236,0,0.008,0.022,0.004
4I8|2016,4I8,2016,R,24.39,186.03,Male,6.9,70.2703,44.8276,0.801584075,0,0.843,0,0,0.02,0.011
4J2|2016,4J2,2016,R,23.76,299.01,Male,6.9,50,17.2414,0.855757853,,,,,,
44T|2016,44T,2016,R,18.32,308.57,Male,13.8,50,24.1379,0.859802901,,,,,,
46N|2016,46N,2016,R,21.9,108.66,Male,16.9,40.5405,63.7931,0.778330236,0.851,0.819,0.013,0.008,0.026,0.01
5F7|2016,5F7,2016,R,22.85,221.27,Female,8.9,43.4783,36.2319,0.85622168,4.585,1.207,0.012,0.013,0.004,0.01
7F2|2016,7F2,2016,R,30.56,216.14,Female,9,28.9855,40.5797,0.841445306,1.862,1.521,0.002,0.003,0.02,0.025
73V|2016,73V,2016,R,36.44,189.29,Male,12.9,50,6.8966,0.88779001,,,,,,
76L|2016,76L,2016,R,15.71,260.98,Female,16.9,20.2899,24.6377,0.861504837,3.824,1.86,0.001,0.003,0.012,0.028
8A5|2016,8A5,2016,R,13.27,227.95,Female,12,21.7391,20.2899,0.859493736,0.559,1.49,0.003,0.011,0.012,0.032
8C3|2016,8C3,2016,R,24.67,123.33,Male,9.9,75.6757,81.0345,0.847769361,2.19,2.053,0.001,0.001,0.038,0.009
8D6|2016,8D6,2016,R,24,177.14,Male,10,13.5135,10.3448,0.91012214,1.54,1.771,0.014,0.024,0.014,0.014
8H2|2016,8H2,2016,R,51.49,234.29,Male,8,5.4054,29.3103,0.857677152,0,0,0.001,0,0.008,0.004
93R|2016,93R,2016,R,42.52,161.06,Male,15,35.1351,84.127,0.869616109,0,0.1,0.009,0,0.016,0.004
1E7|2016,1E7,2016,R,26.46,180.03,Female,9.9,86.9565,69.5652,0.904575079,1.511,1.611,0.119,0.013,0.02,0.018
14Z|2016,14Z,2016,R,25.01,207.83,Female,12.8,91.3043,94.2029,0.992958555,0,0.652,0.069,0.009,0.026,0.014
0B4|2016,0B4,2016,R,12.8,152.74,Female,11.8,10.1449,13.0435,0.955072318,2.557,2.769,0.017,0.04,0,0.027
X83|2016,X83,2016,R,17.69,188.42,Female,25.5,30.4348,37.6812,0.864739791,0,0,0.004,0.004,0.002,0.024
X91|2016,X91,2016,R,22.2,172.16,Female,25.7,66.6667,91.3043,0.985547313,2.187,2.119,0.032,0.017,0.019,0.014
3A7|2016,3A7,2016,R,20.86,138.36,Female,11.9,37.6812,47.8261,0.849926662,0.826,1.733,0.003,0.004,0.018,0.008
3F8|2016,3F8,2016,R,27.04,144.78,Female,9,7.2464,4.3478,0.969729387,0.888,0.072,0.011,0.005,0,0.019
37P|2016,37P,2016,R,27.85,194.14,Female,15.8,52.1739,26.087,0.877007112,0.749,0.525,0.023,0.012,0.004,0.016
4A0|2016,4A0,2016,R,17.87,187.17,Female,12,72.4638,88.4058,0.930081411,2.15,1.125,0.07,0.004,0.02,0.014
4I5|2016,4I5,2016,R,28.43,219.62,Female,7.1,17.3913,15.942,0.898089069,2.066,0.287,0.012,0.016,0.006,0.034
5C4|2016,5C4,2016,R,31.98,253.6,Female,10.9,15.942,21.7391,0.908587168,1.933,2.407,0.011,0.058,0.006,0.056
54N|2016,54N,2016,R,20.97,157.79,Female,16.6,82.6087,84.058,0.93282283,0.67,0,0.036,0.023,0.033,0.017
6A4|2016,6A4,2016,R,32.86,195.57,Female,11.9,8.6957,5.7971,0.96867135,0.379,0,0,0.002,0.006,0.02
6I1|2016,6I1,2016,R,20.54,186.51,Male,6.9,8.1081,3.4483,0.886270501,0.721,0.075,0.003,0.02,0.016,0.012
69O|2016,69O,2016,R,16.15,140.67,Female,15.7,100,100,0.991614529,,,,,,
7F7|2016,7F7,2016,R,38.68,208.46,Female,9.1,27.5362,46.3768,0.861558923,1.753,1.065,0.005,0.027,0.012,0.016
8A3|2016,8A3,2016,R,26.26,151.96,Female,12,5.7971,7.2464,0.967303777,1.583,6.495,0.001,0.002,0.008,0.01
87F|2016,87F,2016,R,32.54,170.81,Female,20.8,69.5652,73.913,0.92006006,0,1.737,0.012,0.013,0.012,0.016
0H8|2016,0H8,2016,R,25.62,182.32,Male,7.7,51.3514,56.8966,0.783458368,1.856,0.088,0.003,0.023,0.013,0.016
88T|2016,88T,2016,R,22.66,155.69,Male,12.8,81.0811,79.3103,0.854342759,0,2.311,0.001,0.003,0.02,0.002
1E6|2016,1E6,2016,R,26.49,154.52,Female,9.9,59.4203,60.8696,0.906286592,1.693,0.456,0.037,0.008,0.018,0.027
1F4|2016,1F4,2016,R,22.66,170.13,Female,8.8,40.5797,50.7246,0.862610199,0.242,0.17,0.007,0.019,0.014,0.034
3H6|2016,3H6,2016,R,24.03,146.51,Female,8,11.5942,18.8406,0.90255481,2.18,1.252,0.007,0.019,0.002,0.012
31S|2016,31S,2016,R,33.8,202.17,Male,14.8,50,55.1724,0.787778255,,,,,,
33V|2016,33V,2016,R,17.03,190.6,Female,12.8,42.029,53.6232,0.880761172,2.664,3.773,0.02,0.046,0.02,0.022
4A5|2016,4A5,2016,R,9.43,192.74,Female,11.9,89.8551,72.4638,0.912086856,2.052,1.444,0.048,0.004,0.028,0.014
4I1|2016,4I1,2016,R,29.33,145.15,Female,7,85.5072,79.7101,0.922667443,0,0.805,0.1,0.016,0.014,0.016
5I0|2016,5I0,2016,R,31.68,235.6,Male,7,27.027,41.3793,0.836858707,1.689,0.266,0,0.002,0.021,0.029
6C6|2016,6C6,2016,R,31.61,189.64,Male,10.9,32.4324,58.6207,0.796109963,0.545,2.838,0.001,0,0.012,0.004
6D8|2016,6D8,2016,R,20.36,137.68,Female,9.9,60.8696,59.4203,0.860222517,1.179,0.846,0.035,0.011,0.008,0.026
6H9|2016,6H9,2016,R,33.28,152.72,Male,8.1,50,31.0345,0.800236606,,,,,,
6I2|2016,6I2,2016,R,44.02,269.17,Male,6.8,50,68.9655,0.813516735,,,,,,
7A6|2016,7A6,2016,R,23.14,148.2,Female,12,50.7246,39.1304,0.849153786,0.978,0.985,0.05,0.011,0.016,0.023
7J0|2016,7J0,2016,R,58.16,304.59,Male,7,50,22.4138,0.882482319,,,,,,
0G8|2016,0G8,2016,R,23.06,192.71,Male,9,86.4865,86.2069,0.858779365,1.105,1.388,0.002,0,0.053,0.016
8D2|2016,8D2,2016,R,15.09,211.24,Male,9.7,16.2162,15.5172,0.885475692,0.659,0.494,0,0,0.01,0.002
84E|2016,84E,2016,R,22.08,115.64,Male,20.6,91.8919,93.1034,0.927256823,0,2.003,0.021,0.017,0.03,0
93I|2016,93I,2016,R,24.53,206.66,Female,18.7,63.7681,68.1159,0.908052455,0.87,1.248,0.012,0.002,0.016,0.021
2C8|2016,2C8,2016,R,17.06,141.2,Female,10.7,97.1014,89.8551,0.973209219,1.329,5.884,0.447,0.006,0.018,0.008
2F0|2016,2F0,2016,R,4.3,141.25,Female,8.9,98.5507,98.5507,0.992030342,1.238,2.239,0.505,0.064,0.029,0.009
3I2|2016,3I2,2016,R,16.8,136.41,Male,6.9,97.2973,96.5517,0.92047897,1.604,2.08,0.119,0.002,0.052,0.006
3I3|2016,3I3,2016,R,16.74,128.55,Male,7,100,98.2759,0.911952443,,,,,,
3J3|2016,3J3,2016,R,47.91,216.43,Female,7.1,4.3478,1.4493,0.961070721,1.284,1.276,0.001,0.01,0,0.022
4C3|2016,4C3,2016,R,29.64,309.69,Male,10.8,50,39.6552,0.830158827,,,,,,
4E0|2016,4E0,2016,R,31.72,133.81,Female,9.7,62.3188,34.7826,0.863341261,3.642,0,0.026,0.006,0.011,0.019
4F8|2016,4F8,2016,R,30.43,185.99,Female,9.1,55.0725,42.029,0.854832954,3.074,0.689,0.044,0.041,0.006,0.006
6B0|2016,6B0,2016,R,24.49,207.9,Female,10.9,49.2754,44.9275,0.85037288,0.272,0.378,0.033,0.008,0.018,0.031
7C8|2016,7C8,2016,R,19.24,182.15,Female,9.8,13.0435,17.3913,0.91381847,1.652,0.733,0.004,0.005,0.008,0.055
85V|2016,85V,2016,R,26.39,145.98,Female,12.8,47.8261,23.1884,0.875918553,1.161,0.127,0.083,0.015,0.004,0.021
99Z|2016,99Z,2016,R,20.27,207.33,Female,11.9,24.6377,30.4348,0.83765435,0.236,0.773,0.01,0.041,0.014,0.013
1D5|2016,1D5,2016,R,36.9,255.67,Male,10,29.7297,25.8621,0.881756659,0,0,0.002,0,0.016,0.012
0B5|2016,0B5,2016,R,15.74,190.38,Female,12,81.1594,62.3188,0.912449558,0.884,0.973,0.036,0.019,0.028,0.035
39L|2016,39L,2016,R,24.2,256.33,Male,16.7,10.8108,1.7241,0.903180239,0.771,0.11,0.002,0.002,0.008,0.004
4H0|2016,4H0,2016,R,15.63,136.39,Female,8,95.6522,97.1014,0.998198952,0.078,0.987,0.359,0.017,0.02,0.012
4H1|2016,4H1,2016,R,16.9,224.02,Female,8.1,75.3623,78.2609,0.910948974,1.029,1.771,0.04,0.019,0.006,0.016
49L|2016,49L,2016,R,12.57,113.56,Male,16.8,78.3784,70.6897,0.797913841,0,0,0,0,0.022,0.013
0E1|2016,0E1,2016,R,16.86,175.53,Female,9.9,56.5217,66.6667,0.898401224,3.636,1.022,0.016,0.021,0.018,0.022
9E6|2016,9E6,2016,R,35.68,257.98,Male,9,21.6216,43.1034,0.797387756,1.904,0.762,0,0,0.015,0.015
3F4|2016,3F4,2016,R,23.61,182.85,Female,8.8,79.7101,63.7681,0.905039881,3.164,1.399,0.04,0.065,0.012,0.01
3J5|2016,3J5,2016,R,23.35,195.65,Female,7,39.1304,55.0725,0.886430913,3.367,3.045,0.015,0.028,0.002,0.02
48N|2016,48N,2016,R,19.64,198.94,Female,16.9,18.8406,14.4928,0.923562245,1.342,0.892,0.002,0.009,0.006,0.046
5D1|2016,5D1,2016,R,24.46,276.6,Male,10.1,50,53.4483,0.781922851,,,,,,
9J5|2016,9J5,2016,R,19.3,220.75,Female,7,92.7536,92.7536,0.98949287,2.235,0.554,0.206,0.038,0.028,0.037
95V|2016,95V,2016,R,18.7,188.61,Female,12.9,14.4928,33.3333,0.85705269,1.795,3.519,0.021,0.018,0.002,0.01
0J0|2016,0J0,2016,R,24.79,193.15,Male,6.9,89.1892,91.3793,0.935267597,0.053,0.269,0.027,0.011,0.041,0.006
3B1|2016,3B1,2016,R,19.06,187.1,Female,10.9,73.913,86.9565,0.930194077,2.869,4.509,0.103,0.03,0.028,0.022
5G2|2016,5G2,2016,R,45.38,214.47,Male,8,67.5676,65.5172,0.819498444,4.733,0.443,0.007,0.001,0.032,0.026
8F0|2016,8F0,2016,R,15.48,164.06,Female,9,88.4058,81.1594,0.938323893,0.965,0.175,0.115,0.026,0.008,0.004
04I|2016,04I,2016,R,18.44,161.59,Male,18.9,94.5946,87.931,0.851085184,0,0,0.002,0,0.025,0.004
4I4|2016,4I4,2016,R,17.16,168.4,Female,6.4,78.2609,76.8116,0.907487227,,,,,,
73S|2016,73S,2016,R,30.82,147.79,Male,13.3,36.5854,42.3077,0.755172261,0,0,0.012,0.001,0.004,0
77V|2016,77V,2016,R,16.09,172.47,Female,12.4,33.3333,11.5942,0.938098524,0,0,0.006,0.005,0.004,0.014
9F9|2016,9F9,2016,R,24.95,201.23,Male,8.3,45.9459,82.7586,0.8253542,1.931,2.678,0.002,0.003,0.018,0.008
01K|2016,01K,2016,R,12.93,236.98,Male,17.1,50,84.4828,0.874502183,,,,,,
0E2|2016,0E2,2016,R,18.35,191.31,Female,9.2,65.2174,65.2174,0.899508557,0.547,0.382,0.011,0.02,0.015,0.031
16Z|2016,16Z,2016,R,23.03,182.32,Female,12.3,23.1884,31.8841,0.84139871,2.426,0.959,0.002,0.003,0.014,0.014
25L|2016,25L,2016,R,26.51,202.03,Male,16.1,64.8649,51.7241,0.775278116,0,3.473,0.004,0.04,0.039,0.006
3I5|2016,3I5,2016,R,38.36,309.84,Male,6.4,50,94.8276,0.927490839,,,,,,
4B2|2016,4B2,2016,R,11.29,154.49,Female,10.2,94.2029,95.6522,0.997950408,,,,,,
0F6|2016,0F6,2016,R,29.06,234.08,Female,8.4,57.971,57.971,0.870157145,0.798,1.141,0.022,0.017,0.023,0.041
48L|2016,48L,2016,R,,,Male,16.2,50,,,,,,,,
7B3|2016,7B3,2016,R,76.69,213.02,Male,10.3,50,100,0.868622462,,,,,,
0E8|2016,0E8,2016,R,13.18,176.99,Male,9.4,50,,,,,,,,
60E|2016,60E,2016,R,19.98,225.66,Male,20.2,50,27.5862,0.522910237,,,,,,
17K|2016,17K,2016,R,22.47,166.52,Male,17.5,50,17.3077,0.542688115,,,,,,
2J5|2016,2J5,2016,R,22.5,158.94,Female,6.6,84.058,82.6087,0.937685871,,,,,,
84J|2016,84J,2016,R,36.29,195.95,Male,17.4,56.7568,89.6552,0.911451001,0,0,0.001,0.001,0.026,0.002
9J3|2016,9J3,2016,R,29,243.87,Male,6.7,50,75.8621,0.818246069,,,,,,
03Z|2014,03Z,2014,HH,9.2,172.34,Female,10.2,30,20,0.793774843,2.134,3.331,0.005,0,0.006,0.024
0B9|2014,0B9,2014,HH,16.03,184.81,Female,9.4,76.6667,76.6667,0.813155175,1.888,1.252,0.102,0.035,0.015,0.015
0G3|2014,0G3,2014,HH,18.52,157.72,Female,6.4,83.3333,26.6667,0.793939946,15.45,4.652,0.315,0.015,0.003,0.012
13I|2014,13I,2014,HH,4.3,129.03,Male,16.1,50,,,,,,,,
16S|2014,16S,2014,HH,8.53,254.76,Female,12.4,53.3333,53.3333,0.745318452,1.681,6.681,0.113,0.08,0.006,0.015
1B7|2014,1B7,2014,HH,17.51,275.81,Male,8.4,57.1429,62.5,0.781185611,4.555,7.092,0.054,0.028,0.015,0
21N|2014,21N,2014,HH,13.79,163.32,Female,14.3,90,70,0.808176794,3.646,4.001,0.039,0.002,0.012,0.012
22H|2014,22H,2014,HH,15.09,190.35,Female,17.4,63.3333,60,0.770125191,6.996,0.407,0.058,0.043,0.009,0.026
2E9|2014,2E9,2014,HH,17.78,188.93,Female,7.5,10,10,0.833110658,4.573,2.272,0.081,0.014,0.009,0.021
2F8|2014,2F8,2014,HH,22.19,262.68,Male,6.5,28.5714,75,0.715848713,0.929,2.41,0.034,0.026,0.011,0.003
39Z|2014,39Z,2014,HH,10.49,166.86,Female,10.5,66.6667,50,0.773459777,6.696,4.307,0.105,0.046,0.009,0.018
43N|2014,43N,2014,HH,7.64,131.96,Male,14.4,100,100,0.905474202,7.175,13.697,0.284,0.032,0.036,0
56R|2014,56R,2014,HH,17.1,242.31,Female,12.3,13.3333,6.6667,0.859135759,7.189,4.783,0.173,0.048,0,0.021
62S|2014,62S,2014,HH,16.77,160.67,Female,11.3,86.6667,83.3333,0.843330164,10.883,11.084,0.326,0.016,0.018,0.018
65Z|2014,65Z,2014,HH,16.54,239.4,Female,9.5,23.3333,40,0.73594803,9.661,7.467,0.041,0.011,0.006,0.023
73C|2014,73C,2014,HH,11.39,171.18,Female,20,50,100,0.983218809,4.342,8.934,0.094,0.012,0.003,0.006
76Z|2014,76Z,2014,HH,18,174.56,Male,9.4,85.7143,68.75,0.78060728,11.094,14.668,0.292,0.061,0.036,0
77S|2014,77S,2014,HH,12.46,193.91,Female,11.2,93.3333,86.6667,0.882520742,3.531,4.933,0.26,0.02,0.016,0.015
7E0|2014,7E0,2014,HH,23.35,166.96,Female,6.5,3.3333,23.3333,0.795410313,6.254,5.003,0.232,0.042,0.003,0.026
80S|2014,80S,2014,HH,8.62,205.52,Female,11.4,40,46.6667,0.727180663,8.157,13.496,0.13,0.048,0.003,0.009
8E2|2014,8E2,2014,HH,9.67,176.58,Female,6.5,46.6667,30,0.768855038,4.082,1.256,0.065,0.018,0,0.027
94O|2014,94O,2014,HH,20.3,285.07,Male,13.3,71.4286,93.75,0.873560045,2.882,10.19,0.053,0.027,0.018,0
97V|2014,97V,2014,HH,21.57,201.36,Male,10.4,42.8571,31.25,0.891117099,2.172,3.078,0.054,0.004,0.017,0.015
V80|2014,V80,2014,HH,13.9,163.94,Female,23.2,16.6667,3.3333,0.891235577,6.909,9.773,0.187,0.025,0.006,0.03
20S|2014,20S,2014,HH,13.7,185.37,Female,12.4,60,80,0.789480087,12.964,5.727,0.032,0.007,0.012,0.008
2C0|2014,2C0,2014,HH,11.75,161.62,Female,8.3,80,90,0.913869146,5.222,3.929,0.165,0.019,0.009,0.012
2C7|2014,2C7,2014,HH,14.4,214.42,Female,8.5,0,16.6667,0.842619788,2.313,0,0.011,0,0,0.03
2D5|2014,2D5,2014,HH,12.09,227.97,Male,7.5,64.2857,87.5,0.812106299,0.728,2.109,0.044,0.005,0.017,0
2E8|2014,2E8,2014,HH,14.14,175.41,Female,7.5,56.6667,43.3333,0.738496763,3.344,0.936,0.051,0.012,0.006,0.015
30V|2014,30V,2014,HH,11.32,227.94,Male,10.5,21.4286,43.75,0.890074693,0.551,0.691,0.066,0.024,0.021,0.003
36O|2014,36O,2014,HH,15.57,208.46,Female,13.3,6.6667,13.3333,0.879074592,7.672,10.31,0.221,0.028,0.003,0.034
36V|2014,36V,2014,HH,18.78,255.74,Male,10.5,78.5714,50,0.890499122,5.601,10.598,0.159,0.02,0.031,0.003
3A9|2014,3A9,2014,HH,10.81,127.3,Female,9.4,33.3333,73.3333,0.799209164,4.159,1.437,0.052,0.012,0.012,0.009
48V|2014,48V,2014,HH,21.35,185.45,Female,10.4,73.3333,93.3333,0.971330676,13.019,8.465,0.066,0.009,0.003,0.012
55R|2014,55R,2014,HH,11.87,143.59,Female,12.4,20,36.6667,0.751476721,4.393,2.791,0.129,0.021,0.012,0.018
5B4|2014,5B4,2014,HH,11.99,146.68,Female,8.5,26.6667,33.3333,0.750781281,5.583,3.768,0.083,0.016,0.009,0.006
6B4|2014,6B4,2014,HH,13.26,200.13,Female,8.5,43.3333,63.3333,0.765698502,0.579,1.915,0.036,0.001,0.012,0.005
7E3|2014,7E3,2014,HH,11.86,219.01,Female,6.5,70,56.6667,0.779167914,12.385,14.329,0.081,0.058,0.021,0.024
94S|2014,94S,2014,HH,12.28,150.54,Female,11.4,36.6667,66.6667,0.785299503,7.381,4.931,0.072,0.016,0.042,0.015
9C6|2014,9C6,2014,HH,18.3,165.18,Male,7.5,7.1429,6.25,0.905190803,0.354,3.449,0.023,0,0.007,0
5B6|2014,5B6,2014,HH,13.27,152.58,Female,8.5,100,96.6667,0.983310501,12.055,13.507,0.446,0.028,0.026,0
41N|2014,41N,2014,HH,15.55,244,Male,14.2,50,25,0.890914931,2.266,1.251,0.021,0.001,0.018,0.003
50P|2014,50P,2014,HH,24.56,285.7,Male,13.1,35.7143,37.5,0.890229379,0,0,0,0,0,0
4C6|2014,4C6,2014,HH,19.09,196.31,Male,8.4,14.2857,18.75,0.935721599,2.215,0.753,0.018,0.001,0.02,0.005
0G3|2016,0G3,2016,HH,14.36,256.41,Female,8.8,83.3333,65.8537,0.814848599,1.561,0.813,0.113,0.005,0.01,0.01
0K1|2016,0K1,2016,HH,27.07,242.11,Male,6.8,,100,0.52173913,,,,,,
0M2|2016,0M2,2016,HH,9.7,213.48,Female,5.9,50,21.9512,0.650943006,,,,,,
16S|2016,16S,2016,HH,11.02,218.12,Female,14.8,53.3333,7.3171,0.65078731,3.19,0,0.127,0.022,0,0
1B7|2016,1B7,2016,HH,15.29,227.39,Male,10.8,,95.6522,0.52173913,,,,,,
1G8|2016,1G8,2016,HH,11.27,198.03,Male,7.7,,91.3043,0.52173913,,,,,,
1Q8|2016,1Q8,2016,HH,27.73,240.37,Male,4,,86.9565,0.52173913,,,,,,
2E9|2016,2E9,2016,HH,36.19,174.93,Female,9.9,10,,,1.913,2.552,0.034,0.016,0,0
3A6|2016,3A6,2016,HH,25.56,167.3,Male,11.8,,82.6087,0.52173913,,,,,,
3A9|2016,3A9,2016,HH,14,177.32,Female,11.7,33.3333,26.8293,0.754702194,0.895,4.203,0.125,0.026,0,0.005
3L5|2016,3L5,2016,HH,16.6,227.39,Male,5.7,,78.2609,0.52173913,,,,,,
3L6|2016,3L6,2016,HH,36.83,220.97,Male,5.8,,73.913,0.52173913,,,,,,
3N4|2016,3N4,2016,HH,12.51,231.52,Female,4.8,50,41.4634,0.65078731,,,,,,
3P7|2016,3P7,2016,HH,41.45,265.28,Female,4,50,78.0488,0.629873029,,,,,,
49Z|2016,49Z,2016,HH,22.93,186.5,Male,11.7,,56.5217,0.52173913,,,,,,
4C6|2016,4C6,2016,HH,20.83,197.06,Male,10.5,,52.1739,0.52173913,,,,,,
4I9|2016,4I9,2016,HH,27.99,246.35,Female,6.8,50,,,,,,,,
4J0|2016,4J0,2016,HH,44.44,253.59,Male,6.9,,47.8261,0.52173913,,,,,,
4J6|2016,4J6,2016,HH,40.43,239.71,Female,6.9,50,53.6585,0.662781199,,,,,,
4N7|2016,4N7,2016,HH,19.28,255.02,Male,4.9,,43.4783,0.52173913,,,,,,
4N8|2016,4N8,2016,HH,27.5,215.4,Male,5,,39.1304,0.52173913,,,,,,
50P|2016,50P,2016,HH,31.12,191.93,Male,15.4,,34.7826,0.52173913,,,,,,
56R|2016,56R,2016,HH,22.75,248.67,Female,14.7,13.3333,82.9268,0.6088609,3.396,3.273,0.065,0.007,0.005,0
5B6|2016,5B6,2016,HH,18.05,194.98,Female,10.8,100,95.122,0.858870009,4.36,5.368,0.306,0.017,0.02,0
5H7|2016,5H7,2016,HH,28.12,254.53,Male,7.8,50,,,,,,,,
5J6|2016,5J6,2016,HH,22.1,201.69,Female,6.8,,24.3902,0.539238068,,,,,,
5N1|2016,5N1,2016,HH,19.01,193.31,Female,4.9,50,34.1463,0.644914265,,,,,,
60T|2016,60T,2016,HH,22.98,219.26,Male,13.7,,30.4348,0.52173913,,,,,,
6B4|2016,6B4,2016,HH,23.81,168.35,Female,10.8,43.3333,29.2683,0.641825821,1.916,1.707,0.084,0.015,0.005,0.005
6H6|2016,6H6,2016,HH,15.84,164.72,Female,7.7,50,70.7317,0.615570003,,,,,,
7L0|2016,7L0,2016,HH,28.49,254.75,Female,5.9,,75.6098,0.521976337,,,,,,
7L7|2016,7L7,2016,HH,18.43,247.55,Female,5.8,50,46.3415,0.732512201,,,,,,
80S|2016,80S,2016,HH,18.6,225,Female,13.7,40,39.0244,0.739558868,2.023,1.335,0.101,0.026,0.005,0
8K7|2016,8K7,2016,HH,20.68,240.21,Female,5.8,50,63.4146,0.817008973,,,,,,
8L6|2016,8L6,2016,HH,35.23,230.33,Male,5.8,,21.7391,0.52173913,,,,,,
94O|2016,94O,2016,HH,35.66,227.85,Male,15.6,,17.3913,0.52173913,,,,,,
9C6|2016,9C6,2016,HH,14.61,174.31,Male,9.8,,8.6957,0.52173913,,,,,,
9I7|2016,9I7,2016,HH,24.95,188.91,Female,6.7,,73.1707,0.521976337,,,,,,
9N0|2016,9N0,2016,HH,22.27,247.8,Female,4.9,50,90.2439,0.812382928,,,,,,
9P5|2016,9P5,2016,HH,17.78,243.03,Female,4,50,14.6341,0.656854483,,,,,,
9P6|2016,9P6,2016,HH,30.52,232.54,Male,3.9,,4.3478,0.52173913,,,,,,
V80|2016,V80,2016,HH,19.62,165.36,Female,25.6,16.6667,19.5122,0.678008275,3.192,0,0.017,0.002,0,0.005
0B9|2016,0B9,2016,HH,13.52,209.51,Female,11.8,76.6667,60.9756,0.813504551,2.054,2.218,0.171,0.024,0.01,0.014
43N|2016,43N,2016,HH,24.39,222.52,Male,16.8,,60.8696,0.52173913,,,,,,
48V|2016,48V,2016,HH,24.91,188.1,Female,12.7,73.3333,92.6829,0.744029475,0.515,0.144,0.198,0.016,0.01,0.005
4J3|2016,4J3,2016,HH,34.55,259.12,Female,6.9,50,31.7073,0.642832403,,,,,,
55R|2016,55R,2016,HH,29.8,184.38,Female,14.8,20,9.7561,0.680711838,0.699,0,0.098,0.019,0,0.005
5I9|2016,5I9,2016,HH,13.61,180.88,Female,6.8,,64.1026,0.512176866,,,,,,
65Z|2016,65Z,2016,HH,40.81,221.54,Female,11.8,23.3333,,,0.483,1.065,0.098,0.012,0,0
6I4|2016,6I4,2016,HH,26.64,209.65,Male,6.9,,26.087,0.52173913,,,,,,
03Z|2016,03Z,2016,HH,13.33,155.1,Female,12.6,,17.0732,0.528213783,1.939,1.262,0.054,0.02,0,0.005
20S|2016,20S,2016,HH,14.24,208.83,Female,14.7,,68.2927,0.528369479,0,2.129,0.277,0.03,0.005,0
22H|2016,22H,2016,HH,18.72,151.3,Female,19.7,63.3333,58.5366,0.633370959,0.208,0,0.149,0.048,0.005,0
2C0|2016,2C0,2016,HH,29.47,290.53,Female,10.6,80,51.2195,0.702519078,2.906,0.848,0.225,0.039,0.015,0.015
2C7|2016,2C7,2016,HH,37.5,210.78,Female,10.9,0,,,1.461,2.492,0.047,0.009,0,0.01
2E8|2016,2E8,2016,HH,49.51,247.56,Female,9.8,56.6667,48.7805,0.712758922,2.731,0.54,0.114,0.025,0.025,0.01
36O|2016,36O,2016,HH,28.47,234.31,Female,15.7,6.6667,43.9024,0.542682256,0.429,2.01,0.07,0.01,0,0.005
3P2|2016,3P2,2016,HH,23.43,173.9,Male,3.8,,69.5652,0.52173913,,,,,,
4N5|2016,4N5,2016,HH,6.92,173.08,Female,4.9,,12.1951,0.520054584,,,,,,
62S|2016,62S,2016,HH,19.26,201.19,Female,13.6,86.6667,80.4878,0.814776104,3.661,1.895,0.198,0.036,0.005,0.005
77S|2016,77S,2016,HH,45.46,170.48,Female,13.6,93.3333,85.3659,0.77855851,2.61,4.067,0.231,0.032,0.015,0
7E0|2016,7E0,2016,HH,31.08,179.43,Female,8.9,3.3333,,,1.618,0.252,0.127,0.065,0,0
7E3|2016,7E3,2016,HH,20.72,207.22,Female,8.8,70,56.0976,0.74909831,1.878,0.436,0.25,0.054,0.005,0.005
8E2|2016,8E2,2016,HH,27.27,237.27,Female,8.8,46.6667,4.878,0.62556521,0,0.778,0.127,0.011,0,0.014
